report_id,date,state,lga,community,category,description,severity_1to5,urgency_1to5,num_affected_est,evidence_type,evidence_confidence,verification_status,ai_confidence,risk_score,response_status,resolution_date,reporter_anonymous,is_demo_data
LMP-00239,2026-01-02,Plateau,Jos South,Jos South Community 8,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,1,3,15,video,0.95,Needs Corroboration,0.89,1.2,No Action Yet,,True,True
LMP-00240,2026-05-14,Enugu,Nsukka,Nsukka Community 6,Education/Infrastructure,"Public school roof collapsed during the storm, 3 pupils now learn under a tree.",2,3,80,photo,0.9,High-Confidence,0.64,2.3,Under Review,,True,True
LMP-00241,2026-05-31,Plateau,Barkin Ladi,Barkin Ladi Community 3,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",3,4,15,photo,0.9,Unverified,0.88,4.4,In Progress,,True,True
LMP-00242,2026-04-08,Kano,Dala,Dala Community 1,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,1,1,40,text_only,0.5,Corroborated,0.63,0.2,Under Review,,True,True
LMP-00243,2026-08-01,Anambra,Onitsha North,Onitsha North Community 8,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 12 accidents reported.",2,4,40,text_only,0.5,Corroborated,0.72,1.7,No Action Yet,,True,True
LMP-00244,2026-02-11,Anambra,Nnewi North,Nnewi North Community 2,Education/Infrastructure,"Public school roof collapsed during the storm, 3 pupils now learn under a tree.",1,2,300,video,0.95,Needs Corroboration,0.97,1.0,Under Review,,True,True
LMP-00245,2026-05-11,Anambra,Onitsha North,Onitsha North Community 4,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,2,1,40,video,0.95,Unverified,0.86,0.8,No Action Yet,,True,True
LMP-00246,2026-01-30,Kano,Dala,Dala Community 4,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,2,2,15,video,0.95,Corroborated,0.75,1.5,Under Review,,True,True
LMP-00247,2026-04-27,Lagos,Ikeja,Ikeja Community 3,Road/Transport Infrastructure,"Bridge construction stopped 7 months ago, commuters now risk crossing on foot.",4,3,40,voice_note,0.7,Unverified,0.74,3.5,Under Review,,True,True
LMP-00248,2026-04-23,Plateau,Barkin Ladi,Barkin Ladi Community 8,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,1,80,photo,0.9,Needs Corroboration,0.95,0.8,Referred to Authority,,True,True
LMP-00249,2026-03-08,Cross River,Calabar South,Calabar South Community 6,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,2,3000,none,0.3,Needs Corroboration,0.66,4.8,No Action Yet,,True,True
LMP-00250,2026-08-17,Lagos,Eti-Osa,Eti-Osa Community 4,Safety/Security Concern,"There have been 8 reported cases of armed robbery on this road at night, no police patrol has been seen.",5,4,600,text_only,0.5,Unverified,0.85,6.4,In Progress,,True,True
LMP-00251,2026-04-07,Lagos,Alimosho,Alimosho Community 9,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,4,3,150,voice_note,0.7,Needs Corroboration,0.72,3.9,Referred to Authority,,False,True
LMP-00252,2026-05-21,Enugu,Enugu East,Enugu East Community 8,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,3,1,3000,text_only,0.5,Needs Corroboration,0.63,2.4,No Action Yet,,True,True
LMP-00253,2026-07-16,Kano,Dala,Dala Community 9,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",2,3,600,video,0.95,Conflicting Reports,0.91,3.6,Under Review,,False,True
LMP-00254,2026-05-07,Oyo,Egbeda,Egbeda Community 8,Electricity/Power,We have had no electricity supply for 12 days despite paying our estimated bills.,2,3,300,text_only,0.5,Unverified,0.75,1.6,In Progress,,True,True
LMP-00255,2026-04-17,Plateau,Jos North,Jos North Community 5,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,4,150,text_only,0.5,Corroborated,0.9,4.6,No Action Yet,,True,True
LMP-00256,2026-02-15,Cross River,Calabar Municipal,Calabar Municipal Community 8,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 9 weeks, causing serious odour and flooding risk.",3,1,1200,video,0.95,Needs Corroboration,0.79,2.5,Resolved,2026-04-05,True,True
LMP-00257,2026-02-04,Rivers,Port Harcourt,Port Harcourt Community 7,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,4,5,150,voice_note,0.7,High-Confidence,0.97,6.4,Under Review,,True,True
LMP-00258,2026-09-07,Plateau,Barkin Ladi,Barkin Ladi Community 9,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,1,2,300,text_only,0.5,Unverified,0.95,0.5,In Progress,,True,True
LMP-00259,2026-04-08,Anambra,Nnewi North,Nnewi North Community 6,Electricity/Power,"Transformer in our street has been faulty for 10 months, several complaints filed with no response.",3,4,300,video,0.95,Unverified,0.77,5.9,No Action Yet,,True,True
LMP-00260,2026-06-07,Lagos,Ikeja,Ikeja Community 4,Education/Infrastructure,"Public school roof collapsed during the storm, 6 pupils now learn under a tree.",1,1,300,photo,0.9,Needs Corroboration,0.81,0.5,Under Review,,True,True
LMP-00261,2026-01-04,Anambra,Onitsha North,Onitsha North Community 4,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,3,4,1200,none,0.3,Needs Corroboration,0.97,3.2,Referred to Authority,,True,True
LMP-00262,2026-02-14,Enugu,Nsukka,Nsukka Community 8,Healthcare Access,"Community clinic promised in September has still not been built, pregnant women travel far for care.",5,2,150,voice_note,0.7,Corroborated,0.68,3.2,No Action Yet,,True,True
LMP-00263,2026-03-24,Plateau,Jos North,Jos North Community 7,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,2,3,15,voice_note,0.7,Unverified,0.88,1.7,No Action Yet,,True,True
LMP-00264,2026-04-14,Cross River,Calabar South,Calabar South Community 8,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,4,2,80,text_only,0.5,Unverified,0.9,1.7,Referred to Authority,,True,True
LMP-00265,2026-06-21,Oyo,Ibadan North,Ibadan North Community 4,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,5,3000,none,0.3,High-Confidence,0.92,9.6,No Action Yet,,True,True
LMP-00266,2026-07-17,Borno,Maiduguri,Maiduguri Community 4,Water Infrastructure,"Contractors abandoned the water scheme project midway, pipes are left exposed on the road.",4,1,1200,photo,0.9,Unverified,0.88,3.2,Referred to Authority,,True,True
LMP-00267,2026-01-02,Anambra,Nnewi North,Nnewi North Community 8,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 6 weeks, causing serious odour and flooding risk.",2,5,40,none,0.3,High-Confidence,0.68,1.2,Referred to Authority,,True,True
LMP-00268,2026-01-23,Enugu,Nsukka,Nsukka Community 4,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,3,4,40,text_only,0.5,Needs Corroboration,0.68,2.5,Under Review,,True,True
LMP-00269,2026-01-31,Lagos,Alimosho,Alimosho Community 5,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",3,4,1200,voice_note,0.7,Needs Corroboration,0.77,7.4,Under Review,,True,True
LMP-00270,2026-01-08,Cross River,Calabar Municipal,Calabar Municipal Community 1,Electricity/Power,"Transformer in our street has been faulty for 10 months, several complaints filed with no response.",2,3,40,voice_note,0.7,Needs Corroboration,0.95,1.7,In Progress,,False,True
LMP-00271,2026-04-06,Rivers,Ikwerre,Ikwerre Community 4,Road/Transport Infrastructure,"Bridge construction stopped 10 months ago, commuters now risk crossing on foot.",4,2,300,text_only,0.5,Corroborated,0.95,2.1,In Progress,,True,True
LMP-00272,2026-04-16,Anambra,Nnewi North,Nnewi North Community 3,Electricity/Power,We have had no electricity supply for 2 days despite paying our estimated bills.,3,5,40,voice_note,0.7,High-Confidence,0.89,4.4,Under Review,,True,True
LMP-00273,2026-05-21,Rivers,Port Harcourt,Port Harcourt Community 4,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,3,5,15,video,0.95,High-Confidence,0.96,5.8,Under Review,,True,True
LMP-00274,2026-08-19,Kaduna,Zaria,Zaria Community 2,Education/Infrastructure,"Public school roof collapsed during the storm, 5 pupils now learn under a tree.",2,3,600,photo,0.9,Unverified,0.86,3.5,Referred to Authority,,True,True
LMP-00275,2026-07-02,Oyo,Ibadan South-West,Ibadan South-West Community 8,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,3,600,none,0.3,Needs Corroboration,0.68,2.3,In Progress,,False,True
LMP-00276,2026-08-08,Kaduna,Kaduna South,Kaduna South Community 3,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,3,3000,text_only,0.5,Corroborated,0.68,9.6,In Progress,,True,True
LMP-00277,2026-08-17,Anambra,Awka South,Awka South Community 5,Electricity/Power,We have had no electricity supply for 2 days despite paying our estimated bills.,3,5,1200,text_only,0.5,Unverified,0.7,6.6,No Action Yet,,False,True
LMP-00278,2026-06-07,Rivers,Obio-Akpor,Obio-Akpor Community 7,Healthcare Access,"Community clinic promised in July has still not been built, pregnant women travel far for care.",4,1,1200,voice_note,0.7,Unverified,0.62,2.5,Resolved,2026-07-25,True,True
LMP-00279,2026-03-09,Anambra,Awka South,Awka South Community 8,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 11 accidents reported.",3,2,3000,none,0.3,Corroborated,0.63,2.9,No Action Yet,,True,True
LMP-00280,2026-08-01,Enugu,Enugu East,Enugu East Community 4,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,3,1,15,none,0.3,Corroborated,0.74,0.4,Referred to Authority,,True,True
LMP-00281,2026-04-01,Kaduna,Zaria,Zaria Community 9,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,4,5,40,text_only,0.5,High-Confidence,0.76,4.2,Referred to Authority,,True,True
LMP-00282,2026-01-31,Borno,Jere,Jere Community 1,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",1,5,300,photo,0.9,Needs Corroboration,0.69,2.3,In Progress,,True,True
LMP-00283,2026-05-12,Plateau,Jos South,Jos South Community 2,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,3,4,15,photo,0.9,Needs Corroboration,0.67,4.4,No Action Yet,,True,True
LMP-00284,2026-02-25,Cross River,Calabar Municipal,Calabar Municipal Community 1,Road/Transport Infrastructure,"Bridge construction stopped 4 months ago, commuters now risk crossing on foot.",4,5,15,video,0.95,Conflicting Reports,0.88,7.7,Resolved,2026-03-30,False,True
LMP-00285,2026-01-18,Borno,Maiduguri,Maiduguri Community 4,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,5,300,photo,0.9,High-Confidence,0.87,4.7,Referred to Authority,,True,True
LMP-00286,2026-06-03,Plateau,Jos South,Jos South Community 3,Electricity/Power,We have had no electricity supply for 5 days despite paying our estimated bills.,4,5,1200,video,0.95,Unverified,0.84,16.7,Resolved,2026-06-10,True,True
LMP-00287,2026-05-04,Kano,Gwale,Gwale Community 3,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,4,4,600,video,0.95,Needs Corroboration,0.87,9.7,Resolved,2026-06-28,False,True
LMP-00288,2026-07-10,Oyo,Egbeda,Egbeda Community 2,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,3,1,300,text_only,0.5,Unverified,0.82,0.8,No Action Yet,,True,True
LMP-00289,2026-08-07,Cross River,Calabar Municipal,Calabar Municipal Community 9,Water Infrastructure,"The public water tap in our area has been dry since March, residents now trek 12km to fetch water.",3,3,1200,voice_note,0.7,Corroborated,0.68,5.5,No Action Yet,,False,True
LMP-00290,2026-03-30,Cross River,Calabar South,Calabar South Community 5,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,3,4,80,voice_note,0.7,Unverified,0.82,3.6,Under Review,,False,True
LMP-00291,2026-04-10,Rivers,Ikwerre,Ikwerre Community 2,Healthcare Access,"Community clinic promised in January has still not been built, pregnant women travel far for care.",4,4,600,text_only,0.5,Corroborated,0.84,5.1,No Action Yet,,True,True
LMP-00292,2026-06-17,Kano,Fagge,Fagge Community 8,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,4,3,40,text_only,0.5,High-Confidence,0.88,2.5,Under Review,,True,True
LMP-00293,2026-06-07,Cross River,Calabar Municipal,Calabar Municipal Community 3,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,4,5,300,photo,0.9,Needs Corroboration,0.9,9.4,Referred to Authority,,True,True
LMP-00294,2026-08-24,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 4,Water Infrastructure,My community has not had water for 3 weeks and the borehole project announced last year has not been completed.,4,3,1200,voice_note,0.7,Unverified,0.69,7.4,In Progress,,True,True
LMP-00295,2026-01-28,Anambra,Onitsha North,Onitsha North Community 9,Abuse/Protection Concern,Reports of a minor being kept out of school for exploitative labour in the local market.,4,2,3000,none,0.3,Unverified,0.83,3.8,Under Review,,True,True
LMP-00296,2026-04-28,Anambra,Onitsha North,Onitsha North Community 6,Electricity/Power,"Transformer in our street has been faulty for 10 months, several complaints filed with no response.",2,4,1200,text_only,0.5,Corroborated,0.9,3.5,Resolved,2026-06-15,False,True
LMP-00297,2026-06-29,Cross River,Calabar Municipal,Calabar Municipal Community 8,Electricity/Power,"Transformer in our street has been faulty for 3 months, several complaints filed with no response.",3,2,150,text_only,0.5,Needs Corroboration,0.77,1.4,Referred to Authority,,True,True
LMP-00298,2026-06-24,Enugu,Enugu North,Enugu North Community 2,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,3,4,600,voice_note,0.7,Unverified,0.94,5.4,Resolved,2026-07-11,False,True
LMP-00299,2026-06-19,Enugu,Enugu East,Enugu East Community 4,Education/Infrastructure,"Public school roof collapsed during the storm, 5 pupils now learn under a tree.",3,5,600,photo,0.9,High-Confidence,0.66,8.6,Referred to Authority,,False,True
LMP-00300,2026-02-26,Cross River,Calabar Municipal,Calabar Municipal Community 9,Water Infrastructure,"The public water tap in our area has been dry since September, residents now trek 7km to fetch water.",3,5,300,text_only,0.5,High-Confidence,0.97,3.9,No Action Yet,,True,True
LMP-00301,2026-01-04,Lagos,Eti-Osa,Eti-Osa Community 7,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 10 weeks, causing serious odour and flooding risk.",3,2,3000,none,0.3,Needs Corroboration,0.87,2.9,Referred to Authority,,True,True
LMP-00302,2026-04-19,Plateau,Barkin Ladi,Barkin Ladi Community 2,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",3,3,150,photo,0.9,Needs Corroboration,0.97,3.7,No Action Yet,,True,True
LMP-00303,2026-08-08,Plateau,Barkin Ladi,Barkin Ladi Community 6,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",3,2,150,text_only,0.5,Conflicting Reports,0.88,1.4,Referred to Authority,,False,True
LMP-00304,2026-04-12,Enugu,Enugu East,Enugu East Community 3,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 4 weeks, causing serious odour and flooding risk.",3,5,600,text_only,0.5,Needs Corroboration,0.73,4.8,Referred to Authority,,True,True
LMP-00305,2026-01-06,Rivers,Port Harcourt,Port Harcourt Community 4,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,2,3,300,voice_note,0.7,High-Confidence,0.82,2.2,No Action Yet,,False,True
LMP-00306,2026-04-29,Kano,Dala,Dala Community 4,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,4,5,3000,text_only,0.5,Unverified,0.78,16.0,Referred to Authority,,True,True
LMP-00307,2026-03-11,Rivers,Ikwerre,Ikwerre Community 6,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,1,2,600,voice_note,0.7,Unverified,0.72,0.9,Referred to Authority,,False,True
LMP-00308,2026-02-12,Oyo,Egbeda,Egbeda Community 9,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,4,2,150,text_only,0.5,Corroborated,0.96,1.8,No Action Yet,,False,True
LMP-00309,2026-03-21,Kano,Nassarawa,Nassarawa Community 2,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 2 weeks, causing serious odour and flooding risk.",3,1,40,photo,0.9,Corroborated,0.68,1.1,In Progress,,True,True
LMP-00310,2026-09-07,Enugu,Nsukka,Nsukka Community 5,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 4 weeks, causing serious odour and flooding risk.",4,1,15,text_only,0.5,Needs Corroboration,0.93,0.8,Under Review,,True,True
LMP-00311,2026-05-19,Anambra,Onitsha North,Onitsha North Community 3,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",2,5,1200,text_only,0.5,Needs Corroboration,0.85,4.4,Under Review,,True,True
LMP-00312,2026-08-31,Kano,Gwale,Gwale Community 5,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,1,80,voice_note,0.7,Unverified,0.79,1.2,Resolved,2026-10-23,False,True
LMP-00313,2026-04-07,Kaduna,Kaduna North,Kaduna North Community 7,Education/Infrastructure,"Public school roof collapsed during the storm, 2 pupils now learn under a tree.",2,4,1200,voice_note,0.7,Corroborated,0.68,4.9,Under Review,,True,True
LMP-00314,2026-04-27,Kaduna,Kaduna North,Kaduna North Community 7,Healthcare Access,"Community clinic promised in November has still not been built, pregnant women travel far for care.",5,3,1200,photo,0.9,Unverified,0.64,11.9,No Action Yet,,False,True
LMP-00315,2026-07-06,Kaduna,Zaria,Zaria Community 8,Healthcare Access,"Community clinic promised in March has still not been built, pregnant women travel far for care.",3,5,15,photo,0.9,Unverified,0.66,5.5,In Progress,,True,True
LMP-00316,2026-09-01,Enugu,Enugu East,Enugu East Community 3,Water Infrastructure,"The public water tap in our area has been dry since May, residents now trek 5km to fetch water.",3,4,600,text_only,0.5,Needs Corroboration,0.9,3.8,In Progress,,True,True
LMP-00317,2026-07-17,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 7,Electricity/Power,"Transformer in our street has been faulty for 4 months, several complaints filed with no response.",4,3,1200,video,0.95,Corroborated,0.66,10.0,No Action Yet,,False,True
LMP-00318,2026-07-06,Enugu,Nsukka,Nsukka Community 1,Healthcare Access,"Community clinic promised in September has still not been built, pregnant women travel far for care.",5,2,3000,voice_note,0.7,High-Confidence,0.97,11.2,No Action Yet,,True,True
LMP-00319,2026-07-23,Anambra,Nnewi North,Nnewi North Community 2,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,1,1,150,none,0.3,Needs Corroboration,0.7,0.1,No Action Yet,,True,True
LMP-00320,2026-06-08,Cross River,Calabar Municipal,Calabar Municipal Community 7,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 2 months ago.,5,4,80,voice_note,0.7,Unverified,0.65,6.0,No Action Yet,,True,True
LMP-00321,2026-04-02,Lagos,Ikeja,Ikeja Community 6,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 4 accidents reported.",2,5,600,text_only,0.5,Unverified,0.78,3.2,Referred to Authority,,True,True
LMP-00322,2026-06-03,Kaduna,Kaduna North,Kaduna North Community 8,Environmental Hazard,Gas flaring near our farmland is affecting crop yield and causing respiratory complaints.,3,5,80,text_only,0.5,Needs Corroboration,0.74,3.2,In Progress,,True,True
LMP-00323,2026-06-08,Kano,Fagge,Fagge Community 8,Education/Infrastructure,No teachers have been posted to our primary school since the last academic session.,2,5,1200,text_only,0.5,Corroborated,0.94,4.4,Under Review,,True,True
LMP-00324,2026-05-14,Oyo,Egbeda,Egbeda Community 2,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,2,5,80,text_only,0.5,Corroborated,0.74,2.2,No Action Yet,,True,True
LMP-00325,2026-04-04,Lagos,Alimosho,Alimosho Community 3,Water Infrastructure,My community has not had water for 3 weeks and the borehole project announced last year has not been completed.,2,1,1200,text_only,0.5,Corroborated,0.81,0.9,No Action Yet,,True,True
LMP-00326,2026-07-01,Cross River,Calabar Municipal,Calabar Municipal Community 1,Healthcare Access,"Community clinic promised in July has still not been built, pregnant women travel far for care.",5,1,600,text_only,0.5,Needs Corroboration,0.96,1.6,Under Review,,True,True
LMP-00327,2026-06-18,Cross River,Calabar South,Calabar South Community 9,Water Infrastructure,"Contractors abandoned the water scheme project midway, pipes are left exposed on the road.",2,2,40,photo,0.9,Needs Corroboration,0.7,1.5,No Action Yet,,True,True
LMP-00328,2026-03-28,Cross River,Calabar Municipal,Calabar Municipal Community 9,Suspected Misuse of Public Funds,Road rehabilitation project was marked complete in official records but no visible work was done.,2,4,1200,video,0.95,Unverified,0.68,6.7,Under Review,,True,True
LMP-00329,2026-04-07,Anambra,Nnewi North,Nnewi North Community 8,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",5,4,1200,video,0.95,Unverified,0.74,16.7,Referred to Authority,,True,True
LMP-00330,2026-08-08,Oyo,Ibadan South-West,Ibadan South-West Community 8,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,5,80,none,0.3,Needs Corroboration,0.73,1.3,No Action Yet,,True,True
LMP-00331,2026-03-18,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 9,Suspected Misuse of Public Funds,"A borehole project budgeted at a stated amount was completed but does not function, community wants transparency.",2,2,80,photo,0.9,Unverified,0.94,1.6,No Action Yet,,True,True
LMP-00332,2026-01-21,Cross River,Calabar South,Calabar South Community 4,Electricity/Power,"Transformer in our street has been faulty for 9 months, several complaints filed with no response.",3,5,40,text_only,0.5,Corroborated,0.73,3.1,Referred to Authority,,True,True
LMP-00333,2026-03-23,Oyo,Ibadan South-West,Ibadan South-West Community 7,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,5,15,text_only,0.5,Unverified,0.85,2.0,Referred to Authority,,True,True
LMP-00334,2026-01-22,Oyo,Egbeda,Egbeda Community 4,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 12 accidents reported.",4,4,40,photo,0.9,Needs Corroboration,0.72,6.0,No Action Yet,,False,True
LMP-00335,2026-05-24,Cross River,Calabar Municipal,Calabar Municipal Community 9,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,2,80,text_only,0.5,Needs Corroboration,0.69,0.9,Referred to Authority,,True,True
LMP-00336,2026-07-17,Enugu,Enugu East,Enugu East Community 5,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,1,4,1200,voice_note,0.7,Needs Corroboration,0.69,2.5,Referred to Authority,,True,True
LMP-00337,2026-07-09,Rivers,Obio-Akpor,Obio-Akpor Community 8,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,5,2,150,text_only,0.5,Corroborated,0.68,2.3,No Action Yet,,True,True
LMP-00338,2026-05-20,Enugu,Nsukka,Nsukka Community 3,Education/Infrastructure,"Public school roof collapsed during the storm, 7 pupils now learn under a tree.",3,3,3000,text_only,0.5,Corroborated,0.74,7.2,No Action Yet,,True,True
LMP-00339,2026-04-30,Anambra,Onitsha North,Onitsha North Community 3,Water Infrastructure,"The public water tap in our area has been dry since November, residents now trek 11km to fetch water.",3,3,80,photo,0.9,Corroborated,0.69,3.5,No Action Yet,,True,True
LMP-00340,2026-05-05,Kano,Gwale,Gwale Community 5,Safety/Security Concern,"There have been 2 reported cases of armed robbery on this road at night, no police patrol has been seen.",5,4,150,none,0.3,Corroborated,0.8,2.8,Resolved,2026-07-04,True,True
LMP-00341,2026-04-01,Rivers,Port Harcourt,Port Harcourt Community 9,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 2 weeks, causing serious odour and flooding risk.",4,3,600,text_only,0.5,Unverified,0.89,3.8,Referred to Authority,,True,True
LMP-00342,2026-07-06,Enugu,Nsukka,Nsukka Community 5,Water Infrastructure,"Contractors abandoned the water scheme project midway, pipes are left exposed on the road.",4,1,300,photo,0.9,Needs Corroboration,0.74,1.9,No Action Yet,,False,True
LMP-00343,2026-06-25,Anambra,Nnewi North,Nnewi North Community 4,Community Dispute,There is an ongoing land boundary dispute between two families that has led to tension in the market.,2,3,600,voice_note,0.7,Corroborated,0.67,2.7,Referred to Authority,,True,True
LMP-00344,2026-08-03,Rivers,Obio-Akpor,Obio-Akpor Community 9,Road/Transport Infrastructure,"Bridge construction stopped 4 months ago, commuters now risk crossing on foot.",4,2,600,photo,0.9,Corroborated,0.81,4.6,No Action Yet,,True,True
LMP-00345,2026-06-06,Lagos,Ajeromi-Ifelodun,Ajeromi-Ifelodun Community 7,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,3,3,80,text_only,0.5,Unverified,0.66,1.9,In Progress,,True,True
LMP-00346,2026-08-07,Cross River,Calabar Municipal,Calabar Municipal Community 4,Healthcare Access,The primary health centre has no drugs in stock and the only nurse resigned 7 months ago.,5,4,80,text_only,0.5,Corroborated,0.84,4.3,Under Review,,False,True
LMP-00347,2026-02-22,Borno,Jere,Jere Community 3,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 5 accidents reported.",3,1,300,none,0.3,Corroborated,0.7,0.5,No Action Yet,,True,True
LMP-00348,2026-05-18,Rivers,Obio-Akpor,Obio-Akpor Community 8,Safety/Security Concern,"Unknown persons have been seen surveying the area at night, residents are afraid.",4,1,1200,text_only,0.5,High-Confidence,0.76,1.8,Referred to Authority,,True,True
LMP-00349,2026-04-12,Anambra,Awka South,Awka South Community 8,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 5 weeks, causing serious odour and flooding risk.",3,1,1200,text_only,0.5,Unverified,0.85,1.3,No Action Yet,,True,True
LMP-00350,2026-07-19,Kaduna,Kaduna South,Kaduna South Community 3,Community Dispute,Youths from two neighbouring communities clashed over grazing route access.,2,2,3000,video,0.95,Corroborated,0.78,6.1,No Action Yet,,True,True
LMP-00351,2026-02-11,Plateau,Jos South,Jos South Community 6,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 4 weeks, causing serious odour and flooding risk.",3,2,3000,photo,0.9,Corroborated,0.74,8.6,In Progress,,True,True
LMP-00352,2026-05-25,Kano,Nassarawa,Nassarawa Community 8,Safety/Security Concern,"There have been 10 reported cases of armed robbery on this road at night, no police patrol has been seen.",4,5,80,voice_note,0.7,Corroborated,0.76,6.0,Resolved,2026-07-24,True,True
LMP-00353,2026-06-09,Rivers,Port Harcourt,Port Harcourt Community 3,Water Infrastructure,"The public water tap in our area has been dry since May, residents now trek 6km to fetch water.",4,4,300,text_only,0.5,Unverified,0.66,4.2,No Action Yet,,True,True
LMP-00354,2026-08-14,Lagos,Epe,Epe Community 8,Environmental Hazard,"Waste has not been evacuated from this dumpsite in 11 weeks, causing serious odour and flooding risk.",2,5,3000,voice_note,0.7,Corroborated,0.78,11.2,No Action Yet,,True,True
LMP-00355,2026-01-13,Cross River,Calabar Municipal,Calabar Municipal Community 1,Road/Transport Infrastructure,"The road linking our community to the main highway has been impassable since the rains started, 2 accidents reported.",3,2,15,text_only,0.5,Unverified,0.92,1.2,Resolved,2026-01-24,False,True
LMP-00356,2026-07-14,Rivers,Port Harcourt,Port Harcourt Community 5,Abuse/Protection Concern,A vulnerable community member is reportedly being denied access to support services by a local intermediary.,4,1,40,text_only,0.5,Conflicting Reports,0.74,0.8,In Progress,,False,True
